scenario,fold,valid_days,scenario_weight,valid_start,valid_end,candidate,feature_group,ratio_variant,clip_name,revenue_weight,ratio_weight,Revenue_mae,Revenue_mape,COGS_mae,COGS_mape,avg_mape,avg_mae
90d_3fold,2,90,0.1,2022-07-05,2022-10-02,ratio_no_web_conservative_business_rw1.20_cw0.95,no_web,conservative,business,1.2,0.95,160242.46077777783,5.175228453881073,200973.26377777784,7.162208013383893,6.168718233632482,180607.86227777784
90d_3fold,2,90,0.1,2022-07-05,2022-10-02,ratio_no_web_conservative_business_rw1.20_cw1.00,no_web,conservative,business,1.2,1.0,160242.46077777783,5.175228453881073,196444.10922222224,7.0173559148804365,6.096292184380754,178343.28500000003
90d_3fold,2,90,0.1,2022-07-05,2022-10-02,ratio_no_web_conservative_business_rw1.20_cw1.05,no_web,conservative,business,1.2,1.05,160242.46077777783,5.175228453881073,191914.96433333337,6.872504115346379,6.023866284613726,176078.7125555556
90d_3fold,2,90,0.1,2022-07-05,2022-10-02,ratio_no_web_conservative_business_rw1.20_cw1.10,no_web,conservative,business,1.2,1.1,160242.46077777783,5.175228453881073,187385.8085555556,6.72765196569564,5.951440209788356,173814.1346666667
90d_3fold,2,90,0.1,2022-07-05,2022-10-02,ratio_no_web_conservative_business_rw1.20_cw1.15,no_web,conservative,business,1.2,1.15,160242.46077777783,5.175228453881073,182952.85500000004,6.586825921408325,5.881027187644699,171597.65788888893
90d_3fold,2,90,0.1,2022-07-05,2022-10-02,ratio_no_web_conservative_business_rw1.20_cw1.20,no_web,conservative,business,1.2,1.2,160242.46077777783,5.175228453881073,178863.82544444446,6.461138413264803,5.818183433572938,169553.14311111113
90d_3fold,2,90,0.1,2022-07-05,2022-10-02,ratio_no_web_conservative_business_rw1.20_cw1.25,no_web,conservative,business,1.2,1.25,160242.46077777783,5.175228453881073,174904.74622222222,6.3406176360558355,5.757923044968454,167573.60350000003
90d_3fold,2,90,0.1,2022-07-05,2022-10-02,ratio_no_web_conservative_business_rw1.20_cw1.30,no_web,conservative,business,1.2,1.3,160242.46077777783,5.175228453881073,171191.1608888889,6.230230745703536,5.702729599792304,165716.81083333335
90d_3fold,2,90,0.1,2022-07-05,2022-10-02,ratio_no_web_conservative_business_rw1.25_cw0.95,no_web,conservative,business,1.25,0.95,147647.80022222223,4.830249173033234,206412.51266666668,7.2410597292765875,6.035654451154911,177030.15644444444
90d_3fold,2,90,0.1,2022-07-05,2022-10-02,ratio_no_web_conservative_business_rw1.25_cw1.00,no_web,conservative,business,1.25,1.0,147647.80022222223,4.830249173033234,201814.0065555555,7.095847544541073,5.9630483587871534,174730.90338888887
90d_3fold,2,90,0.1,2022-07-05,2022-10-02,ratio_no_web_conservative_business_rw1.25_cw1.05,no_web,conservative,business,1.25,1.05,147647.80022222223,4.830249173033234,197215.51033333343,6.950635692564877,5.890442432799055,172431.6552777778
90d_3fold,2,90,0.1,2022-07-05,2022-10-02,ratio_no_web_conservative_business_rw1.25_cw1.10,no_web,conservative,business,1.25,1.1,147647.80022222223,4.830249173033234,192617.0032222223,6.805423495774708,5.817836334403971,170132.40172222228
90d_3fold,2,90,0.1,2022-07-05,2022-10-02,ratio_no_web_conservative_business_rw1.25_cw1.15,no_web,conservative,business,1.25,1.15,147647.80022222223,4.830249173033234,188072.7595555555,6.663058955090858,5.746654064062046,167860.27988888888
90d_3fold,2,90,0.1,2022-07-05,2022-10-02,ratio_no_web_conservative_business_rw1.25_cw1.20,no_web,conservative,business,1.25,1.2,147647.80022222223,4.830249173033234,183743.86044444444,6.531757617624781,5.681003395329007,165695.83033333335
90d_3fold,2,90,0.1,2022-07-05,2022-10-02,ratio_no_web_conservative_business_rw1.25_cw1.25,no_web,conservative,business,1.25,1.25,147647.80022222223,4.830249173033234,179527.1736666667,6.406018379949022,5.618133776491128,163587.48694444448
90d_3fold,2,90,0.1,2022-07-05,2022-10-02,ratio_no_web_conservative_business_rw1.25_cw1.30,no_web,conservative,business,1.25,1.3,147647.80022222223,4.830249173033234,175352.35322222224,6.2819039273909025,5.556076550212069,161500.07672222223
90d_3fold,2,90,0.1,2022-07-05,2022-10-02,ratio_no_web_conservative_business_rw1.30_cw0.95,no_web,conservative,business,1.3,0.95,141211.8423333334,4.662018788237728,214773.75622222226,7.410782730872606,6.036400759555168,177992.79927777784
90d_3fold,2,90,0.1,2022-07-05,2022-10-02,ratio_no_web_conservative_business_rw1.30_cw1.00,no_web,conservative,business,1.3,1.0,141211.8423333334,4.662018788237728,210018.80899999998,7.261161682689394,5.961590235463561,175615.32566666667
90d_3fold,2,90,0.1,2022-07-05,2022-10-02,ratio_no_web_conservative_business_rw1.30_cw1.05,no_web,conservative,business,1.3,1.05,141211.8423333334,4.662018788237728,205349.62988888894,7.115448011349122,5.888733399793425,173280.73611111118
90d_3fold,2,90,0.1,2022-07-05,2022-10-02,ratio_no_web_conservative_business_rw1.30_cw1.10,no_web,conservative,business,1.3,1.1,141211.8423333334,4.662018788237728,200849.64622222228,6.977804290795524,5.819911539516626,171030.74427777785
90d_3fold,2,90,0.1,2022-07-05,2022-10-02,ratio_no_web_conservative_business_rw1.30_cw1.15,no_web,conservative,business,1.3,1.15,141211.8423333334,4.662018788237728,196358.49633333334,6.8404346705087145,5.751226729373221,168785.16933333338
90d_3fold,2,90,0.1,2022-07-05,2022-10-02,ratio_no_web_conservative_business_rw1.30_cw1.20,no_web,conservative,business,1.3,1.2,141211.8423333334,4.662018788237728,191867.3316666667,6.703064611399951,5.68254169981884,166539.58700000006
90d_3fold,2,90,0.1,2022-07-05,2022-10-02,ratio_no_web_conservative_business_rw1.30_cw1.25,no_web,conservative,business,1.3,1.25,141211.8423333334,4.662018788237728,187514.2861111111,6.57254082237238,5.6172798053050546,164363.06422222225
90d_3fold,2,90,0.1,2022-07-05,2022-10-02,ratio_no_web_conservative_business_rw1.30_cw1.30,no_web,conservative,business,1.3,1.3,141211.8423333334,4.662018788237728,183217.97944444447,6.444829689265474,5.553424238751601,162214.91088888893
90d_3fold,2,90,0.1,2022-07-05,2022-10-02,ratio_no_web_conservative_business_rw1.35_cw0.95,no_web,conservative,business,1.35,0.95,137738.2705555556,4.5997834188370765,226067.70555555556,7.667332808143344,6.13355811349021,181902.98805555556
90d_3fold,2,90,0.1,2022-07-05,2022-10-02,ratio_no_web_conservative_business_rw1.35_cw1.00,no_web,conservative,business,1.35,1.0,137738.2705555556,4.5997834188370765,220981.7461111111,7.513294676064318,6.056539047450697,179360.00833333336
90d_3fold,2,90,0.1,2022-07-05,2022-10-02,ratio_no_web_conservative_business_rw1.35_cw1.05,no_web,conservative,business,1.35,1.05,137738.2705555556,4.5997834188370765,215977.12900000004,7.36187749960364,5.980830459220359,176857.69977777783
90d_3fold,2,90,0.1,2022-07-05,2022-10-02,ratio_no_web_conservative_business_rw1.35_cw1.10,no_web,conservative,business,1.35,1.1,137738.2705555556,4.5997834188370765,211092.47500000003,7.214318987876811,5.907051203356944,174415.3727777778
90d_3fold,2,90,0.1,2022-07-05,2022-10-02,ratio_no_web_conservative_business_rw1.35_cw1.15,no_web,conservative,business,1.35,1.15,137738.2705555556,4.5997834188370765,206216.821,7.066988800185772,5.833386109511425,171977.5457777778
90d_3fold,2,90,0.1,2022-07-05,2022-10-02,ratio_no_web_conservative_business_rw1.35_cw1.20,no_web,conservative,business,1.35,1.2,137738.2705555556,4.5997834188370765,201543.97900000002,6.92480227307488,5.762292845955978,169641.12477777782
90d_3fold,2,90,0.1,2022-07-05,2022-10-02,ratio_no_web_conservative_business_rw1.35_cw1.25,no_web,conservative,business,1.35,1.25,137738.2705555556,4.5997834188370765,196871.15688888895,6.782616376248915,5.691199897542996,167304.71372222225
90d_3fold,2,90,0.1,2022-07-05,2022-10-02,ratio_no_web_conservative_business_rw1.35_cw1.30,no_web,conservative,business,1.35,1.3,137738.2705555556,4.5997834188370765,192408.14722222224,6.650802888128809,5.625293153482943,165073.2088888889
90d_3fold,2,90,0.1,2022-07-05,2022-10-02,ratio_no_web_conservative_business_rw1.40_cw0.95,no_web,conservative,business,1.4,0.95,136961.8707777778,4.629274306428726,239600.60611111112,8.032122061615645,6.330698184022186,188281.23844444446
90d_3fold,2,90,0.1,2022-07-05,2022-10-02,ratio_no_web_conservative_business_rw1.40_cw1.00,no_web,conservative,business,1.4,1.0,136961.8707777778,4.629274306428726,234472.57266666673,7.876996027924616,6.253135167176671,185717.22172222228
90d_3fold,2,90,0.1,2022-07-05,2022-10-02,ratio_no_web_conservative_business_rw1.40_cw1.05,no_web,conservative,business,1.4,1.05,136961.8707777778,4.629274306428726,229344.54700000005,7.721870232490868,6.175572269459797,183153.20888888894
90d_3fold,2,90,0.1,2022-07-05,2022-10-02,ratio_no_web_conservative_business_rw1.40_cw1.10,no_web,conservative,business,1.4,1.1,136961.8707777778,4.629274306428726,224216.5115555556,7.566744162918676,6.0980092346737,180589.1911666667
90d_3fold,2,90,0.1,2022-07-05,2022-10-02,ratio_no_web_conservative_business_rw1.40_cw1.15,no_web,conservative,business,1.4,1.15,136961.8707777778,4.629274306428726,219097.48433333333,7.412098472372319,6.020686389400522,178029.67755555557
90d_3fold,2,90,0.1,2022-07-05,2022-10-02,ratio_no_web_conservative_business_rw1.40_cw1.20,no_web,conservative,business,1.4,1.2,136961.8707777778,4.629274306428726,214164.36788888887,7.265432237378539,5.947353271903632,175563.11933333334
90d_3fold,2,90,0.1,2022-07-05,2022-10-02,ratio_no_web_conservative_business_rw1.40_cw1.25,no_web,conservative,business,1.4,1.25,136961.8707777778,4.629274306428726,209332.31933333335,7.122007201594542,5.875640754011634,173147.09505555558
90d_3fold,2,90,0.1,2022-07-05,2022-10-02,ratio_no_web_conservative_business_rw1.40_cw1.30,no_web,conservative,business,1.4,1.3,136961.8707777778,4.629274306428726,204558.03855555557,6.981445825785296,5.805360066107011,170759.9546666667
90d_3fold,2,90,0.1,2022-07-05,2022-10-02,ratio_no_web_conservative_business_rw1.45_cw0.95,no_web,conservative,business,1.45,0.95,138489.89422222224,4.712657419224923,254030.10811111113,8.435310899619685,6.573984159422304,196260.00116666668
90d_3fold,2,90,0.1,2022-07-05,2022-10-02,ratio_no_web_conservative_business_rw1.45_cw1.00,no_web,conservative,business,1.45,1.0,138489.89422222224,4.712657419224923,248713.93699999998,8.271593495805602,6.492125457515263,193601.9156111111
90d_3fold,2,90,0.1,2022-07-05,2022-10-02,ratio_no_web_conservative_business_rw1.45_cw1.05,no_web,conservative,business,1.45,1.05,138489.89422222224,4.712657419224923,243640.46833333335,8.120563871494682,6.416610645359802,191065.1812777778
90d_3fold,2,90,0.1,2022-07-05,2022-10-02,ratio_no_web_conservative_business_rw1.45_cw1.10,no_web,conservative,business,1.45,1.1,138489.89422222224,4.712657419224923,238567.54811111113,7.969560526401143,6.341108972813033,188528.72116666668
90d_3fold,2,90,0.1,2022-07-05,2022-10-02,ratio_no_web_conservative_business_rw1.45_cw1.15,no_web,conservative,business,1.45,1.15,138489.89422222224,4.712657419224923,233494.63799999995,7.818557484596866,6.265607451910895,185992.2661111111
90d_3fold,2,90,0.1,2022-07-05,2022-10-02,ratio_no_web_conservative_business_rw1.45_cw1.20,no_web,conservative,business,1.45,1.2,138489.89422222224,4.712657419224923,228421.71122222225,7.667553929304326,6.1901056742646245,183455.80272222223
