scenario,fold,valid_days,scenario_weight,valid_start,valid_end,candidate,feature_group,ratio_variant,clip_name,revenue_weight,ratio_weight,Revenue_mae,Revenue_mape,COGS_mae,COGS_mape,avg_mape,avg_mae
90d_3fold,1,90,0.1,2022-04-06,2022-07-04,ratio_all_base_wide_rw1.25_cw1.00,all,base,wide,1.25,1.0,203548.2432222222,4.969903117313006,150287.98800000004,4.445602355649483,4.707752736481245,176918.1156111111
90d_3fold,1,90,0.1,2022-04-06,2022-07-04,ratio_all_base_wide_rw1.25_cw1.05,all,base,wide,1.25,1.05,203548.2432222222,4.969903117313006,147649.95455555557,4.370111756830565,4.670007437071785,175599.0988888889
90d_3fold,1,90,0.1,2022-04-06,2022-07-04,ratio_all_base_wide_rw1.25_cw1.10,all,base,wide,1.25,1.1,203548.2432222222,4.969903117313006,145089.90777777776,4.297339541807496,4.633621329560251,174319.07549999998
90d_3fold,1,90,0.1,2022-04-06,2022-07-04,ratio_all_base_wide_rw1.25_cw1.15,all,base,wide,1.25,1.15,203548.2432222222,4.969903117313006,142559.27500000005,4.225606449402065,4.597754783357535,173053.7591111111
90d_3fold,1,90,0.1,2022-04-06,2022-07-04,ratio_all_base_wide_rw1.25_cw1.20,all,base,wide,1.25,1.2,203548.2432222222,4.969903117313006,140382.39511111114,4.16020406519182,4.565053591252413,171965.31916666665
90d_3fold,1,90,0.1,2022-04-06,2022-07-04,ratio_all_base_wide_rw1.25_cw1.25,all,base,wide,1.25,1.25,203548.2432222222,4.969903117313006,138455.72299999997,4.1010877415364035,4.535495429424705,171001.9831111111
90d_3fold,1,90,0.1,2022-04-06,2022-07-04,ratio_all_base_wide_rw1.25_cw1.30,all,base,wide,1.25,1.3,203548.2432222222,4.969903117313006,136700.54233333332,4.0484559070033175,4.509179512158162,170124.39277777774
90d_3fold,1,90,0.1,2022-04-06,2022-07-04,ratio_all_base_wide_rw1.30_cw0.95,all,base,wide,1.3,0.95,225099.05,5.391577746828566,169974.48200000002,4.939220780578834,5.1653992637037,197536.766
90d_3fold,1,90,0.1,2022-04-06,2022-07-04,ratio_all_base_wide_rw1.30_cw1.00,all,base,wide,1.3,1.0,225099.05,5.391577746828566,167151.2917777778,4.858920147053476,5.125248946941021,196125.17088888888
90d_3fold,1,90,0.1,2022-04-06,2022-07-04,ratio_all_base_wide_rw1.30_cw1.05,all,base,wide,1.3,1.05,225099.05,5.391577746828566,164391.22344444445,4.780508608254303,5.086043177541434,194745.1367222222
90d_3fold,1,90,0.1,2022-04-06,2022-07-04,ratio_all_base_wide_rw1.30_cw1.10,all,base,wide,1.3,1.1,225099.05,5.391577746828566,161722.64266666668,4.705329277793653,5.048453512311109,193410.84633333335
90d_3fold,1,90,0.1,2022-04-06,2022-07-04,ratio_all_base_wide_rw1.30_cw1.15,all,base,wide,1.3,1.15,225099.05,5.391577746828566,159088.32811111107,4.631145646626619,5.011361696727592,192093.68905555553
90d_3fold,1,90,0.1,2022-04-06,2022-07-04,ratio_all_base_wide_rw1.30_cw1.20,all,base,wide,1.3,1.2,225099.05,5.391577746828566,156567.54166666672,4.56038688814955,4.975982317489057,190833.29583333334
90d_3fold,1,90,0.1,2022-04-06,2022-07-04,ratio_all_base_wide_rw1.30_cw1.25,all,base,wide,1.3,1.25,225099.05,5.391577746828566,154051.8254444445,4.4897973602946735,4.94068755356162,189575.43772222224
90d_3fold,1,90,0.1,2022-04-06,2022-07-04,ratio_all_base_wide_rw1.30_cw1.30,all,base,wide,1.3,1.3,225099.05,5.391577746828566,151699.18788888893,4.421524898254129,4.906551322541347,188399.11894444446
90d_3fold,1,90,0.1,2022-04-06,2022-07-04,ratio_all_base_wide_rw1.35_cw0.95,all,base,wide,1.35,0.95,248618.06900000005,5.851766301116158,189849.47499999995,5.419103182150529,5.635434741633343,219233.772
90d_3fold,1,90,0.1,2022-04-06,2022-07-04,ratio_all_base_wide_rw1.35_cw1.00,all,base,wide,1.35,1.0,248618.06900000005,5.851766301116158,186678.26644444445,5.334635683031442,5.5932009920738,217648.16772222225
90d_3fold,1,90,0.1,2022-04-06,2022-07-04,ratio_all_base_wide_rw1.35_cw1.05,all,base,wide,1.35,1.05,248618.06900000005,5.851766301116158,183557.38055555554,5.251735277559122,5.551750789337641,216087.7247777778
