iter	RMSE
149	0.3427152707
150	0.3419438283
151	0.3414496962
152	0.3408732325
153	0.3405053653
154	0.3396901879
155	0.3392462534
156	0.3387618286
157	0.338507513
158	0.3382160619
159	0.3377970614
160	0.3374125942
161	0.3370418576
162	0.3366050429
163	0.3362931317
164	0.3359644015
165	0.335258427
166	0.3347865373
167	0.3340253384
168	0.3336945257
169	0.3332138429
170	0.3330291913
171	0.3327442545
172	0.3323328772
173	0.3319815235
174	0.3314563663
175	0.3311473257
176	0.3303473989
177	0.3300467352
178	0.3295049021
179	0.3290946906
180	0.3286724986
181	0.3281179959
182	0.327580261
183	0.3271858878
184	0.3269908353
185	0.3265118457
186	0.3260409312
187	0.3255323153
188	0.3248546605
189	0.3243733314
190	0.3239028194
191	0.3234625079
192	0.3231447637
193	0.322863187
194	0.3224116511
195	0.3220201014
196	0.3213648729
197	0.3209752202
198	0.3205214253
199	0.3201311371
200	0.3197661522
201	0.3193536098
202	0.3188107492
203	0.3184957376
204	0.3182960311
205	0.3176543525
206	0.3173997341
207	0.3167508911
208	0.3164465723
209	0.316048164
210	0.3158346446
211	0.3154606579
212	0.3151398377
213	0.3146008134
214	0.3142992394
215	0.314050012
216	0.31388085
217	0.313353813
218	0.3129944481
219	0.312422402
220	0.3117811194
221	0.3113327282
222	0.311144571
223	0.3106491404
224	0.3103877358
225	0.3099920731
226	0.3093495201
227	0.3089124656
228	0.3086186705
229	0.3085539129
230	0.3083123591
231	0.3081722132
232	0.3079200631
233	0.3074077399
234	0.3070986892
235	0.3066916955
236	0.3064114554
237	0.3061275701
238	0.3059398646
239	0.3056798788
240	0.305420019
241	0.3052885003
242	0.3049542724
243	0.3046784939
244	0.3043573066
245	0.3040797434
246	0.3038538634
247	0.3035322414
248	0.3031881407
249	0.3027987243
250	0.3025317742
251	0.3022864464
252	0.3017128543
253	0.3011848053
254	0.3009403456
255	0.3006345473
256	0.3002425818
257	0.3000023458
258	0.2998252886
259	0.299716122
260	0.2992273398
261	0.299009331
262	0.2986272572
263	0.2983930056
264	0.2981575042
265	0.2979698166
266	0.2975922868
267	0.2972935326
268	0.2967429642
269	0.296453372
270	0.2959192832
271	0.2956398508
272	0.2954937798
273	0.2949900449
274	0.2946162404
275	0.2942174174
276	0.2939078083
277	0.2937261639
278	0.2933899132
279	0.2932000168
280	0.2929974198
281	0.2926743386
282	0.2924050671
283	0.2920165239
284	0.291770438
285	0.2915206853
286	0.2912139795
287	0.2909472463
288	0.2905120872
289	0.2901084262
290	0.2897382791
291	0.2892900186
292	0.2891468659
293	0.2889448725
294	0.2887095727
295	0.2883026439
296	0.2880394608
297	0.2878704854
298	0.2875219709
299	0.2871431795
300	0.286960635
301	0.2868488987
302	0.2866755699
303	0.2864823667
304	0.2863036852
305	0.2860803467
306	0.285902219
307	0.2856923665
308	0.2855256686
309	0.2851919747
310	0.2850180817
311	0.2846014257
312	0.2842486801
313	0.2840636674
314	0.2836136258
315	0.283432613
316	0.2831562058
317	0.2828244857
318	0.2825722956
319	0.282283063
320	0.2819899192
321	0.2818081122
322	0.2814486377
323	0.281219469
324	0.2810832655
325	0.2806734015
326	0.2804384328
327	0.2802435294
328	0.2800778258
329	0.2796121731
330	0.2793993162
331	0.2792512498
332	0.2791060109
333	0.2789242547
334	0.278653232
335	0.2782563463
336	0.2779979751
337	0.2778148226
338	0.2775208364
339	0.277330414
340	0.2769444552
341	0.2767560323
342	0.2765704412
343	0.2763893463
344	0.2762168129
345	0.2761187857
346	0.2759594797
347	0.2757395029
348	0.275450896
349	0.2752756897
350	0.2751565033
351	0.2749783596
352	0.2747793801
353	0.2744914733
354	0.2743561412
355	0.2741470055
356	0.2740250616
357	0.2737952465
358	0.2735713286
359	0.2734037535
360	0.273289825
361	0.2731586389
362	0.2729339385
363	0.272708405
364	0.2725638088
365	0.2723334802
366	0.2722266718
367	0.2719779551
368	0.2718331435
369	0.2716461735
370	0.271460457
371	0.2713032177
372	0.2710816206
373	0.2708459717
374	0.2706559572
375	0.2704740904
376	0.2701562957
377	0.2700086755
378	0.2698722861
379	0.2697728618
380	0.269661396
381	0.2695202408
382	0.2694254543
383	0.2692926101
384	0.2691770841
385	0.2690638809
386	0.2689104567
387	0.2687287949
388	0.2685893877
389	0.2685209221
390	0.2683052025
391	0.2681348918
392	0.2679506199
393	0.2676480625
394	0.2675800122
395	0.2672574617
396	0.2671513566
397	0.266961702
398	0.2667921542
399	0.2666801227
400	0.266569099
401	0.2664061194
402	0.2662953017
403	0.2661630772
404	0.2660052462
405	0.2658459409
406	0.2656310757
407	0.2652569774
408	0.2651500512
409	0.2649896725
410	0.2647302063
411	0.2645675402
412	0.264454206
413	0.2641299311
414	0.2640152739
415	0.2638021009
416	0.2636589369
417	0.2635459898
418	0.2634478054
419	0.2632180395
420	0.2630644372
421	0.2629380642
422	0.2627536885
423	0.2625948277
424	0.2625153536
425	0.2623967453
426	0.2623280139
427	0.2621254235
428	0.2619827707
429	0.2618648111
430	0.2617354825
431	0.2616770856
432	0.2615869078
433	0.2612956725
434	0.26113472
435	0.2609719557
436	0.2608422128
437	0.2606168899
438	0.2604835503
439	0.2603025314
440	0.2601846817
441	0.2600621265
442	0.2599656258
443	0.2598727831
444	0.259634984
445	0.2595547712
446	0.2594400796
447	0.259178395
448	0.2590914212
449	0.2589702289
450	0.2588870663
451	0.258592618
452	0.2583815145
453	0.2581344003
454	0.2579927085
455	0.2578537881
456	0.2577232842
457	0.2575629992
458	0.2574713738
459	0.2573355192
460	0.2572208311
461	0.2571623462
462	0.2570939234
463	0.2569821755
464	0.2568245284
465	0.2563686348
466	0.2562545081
467	0.2561045262
468	0.2560053435
469	0.2559049939
470	0.2558522428
471	0.2555658458
472	0.2554765197
473	0.2553690523
474	0.2552790779
475	0.2551108432
476	0.254985177
477	0.254842855
478	0.2547109244
479	0.2545001437
480	0.2543044474
481	0.2542425822
482	0.2540370832
483	0.2539804472
484	0.2538924114
485	0.2537439778
486	0.2536409475
487	0.2534931334
488	0.2533551557
489	0.2532872778
490	0.2531530133
491	0.2530711205
492	0.2529734327
493	0.2527733681
494	0.2526488075
495	0.2525317206
496	0.2524212422
497	0.2522490726
498	0.2521603581
499	0.2520468552
500	0.251961847
501	0.2517864975
502	0.2517077449
503	0.2515786801
504	0.251421299
505	0.2513087036
506	0.2511856363
507	0.2510540429
508	0.2509761634
509	0.2508388471
510	0.2507616397
511	0.2507203308
512	0.2506257002
513	0.2504800509
514	0.2502742679
515	0.2501794343
516	0.2500545602
517	0.2499281593
518	0.2497506873
519	0.2496215921
520	0.2495207037
521	0.2494543761
522	0.2490654309
523	0.248958127
524	0.2488513938
525	0.2487819118
526	0.2486419841
527	0.2485947404
528	0.2485067369
529	0.2484445461
530	0.2482486391
531	0.2481625909
532	0.2480236373
533	0.2477967241
534	0.2476514772
535	0.2475198714
536	0.2472842595
537	0.2470750285
538	0.2470033662
539	0.2468847616
540	0.2467931208
541	0.246660295
542	0.2465075728
543	0.2463070418
544	0.2461491625
545	0.2460899448
546	0.2460524446
547	0.245940238
548	0.2458659603
549	0.245636249
550	0.2454473648
551	0.2452376191
552	0.2451744892
553	0.2451234949
554	0.2450387035
555	0.2449002255
556	0.2447135145
557	0.2445227108
558	0.2444574504
559	0.2442958053
560	0.2441668105
561	0.2440419092
562	0.2438879364
563	0.2437620146
564	0.2436758115
565	0.2436184888
566	0.2435360944
567	0.2434156052
568	0.2433279703
569	0.2432609581
570	0.2431889942
571	0.2431165253
572	0.2430482692
573	0.2429904354
574	0.2429227016
575	0.2427846562
576	0.2426743689
577	0.242607469
578	0.2424663551
579	0.2423940051
580	0.2421661017
581	0.242003635
582	0.2418598928
583	0.2417389173
584	0.2415852886
585	0.2414910597
586	0.2414262836
587	0.2413467442
588	0.2413034129
589	0.2412502783
590	0.2411657421
591	0.2410926362
592	0.2410279307
593	0.2409538141
594	0.2408947588
595	0.2407512559
596	0.2406109181
597	0.2405581259
598	0.2405039393
599	0.2403469605
600	0.2403140049
601	0.2401661666
602	0.2401173787
603	0.2400191023
604	0.2398246711
605	0.2397607029
606	0.2396390851
607	0.2394308011
608	0.2393328371
609	0.239269819
610	0.2390764583
611	0.2389001636
612	0.2387624707
613	0.2385888925
614	0.2384973132
615	0.2383822643
616	0.2382666165
617	0.2381761487
618	0.2381158702
619	0.2379851253
620	0.2377831267
621	0.237580348
622	0.237491771
623	0.2373869461
624	0.2373066183
625	0.2372239662
626	0.2371426426
627	0.2369685136
628	0.2367808218
629	0.2366682363
630	0.2365753107
631	0.2365215657
632	0.2364227099
633	0.236355198
634	0.2362840163
635	0.2360861791
636	0.2360024358
637	0.2359121853
638	0.23583766
639	0.2357126785
640	0.2355318713
641	0.2354826465
642	0.2353929162
643	0.235284464
644	0.2351547119
645	0.2350020541
646	0.2349128839
647	0.2348805879
648	0.2347256975
649	0.2347013291
650	0.2346571329
651	0.2346071192
652	0.234583568
653	0.2344612196
654	0.2343440004
655	0.2341880651
656	0.2340973626
657	0.2339641215
658	0.2339217373
659	0.2338423258
660	0.2336380038
661	0.2334198954
662	0.2332778842
663	0.2331844228
664	0.2331314273
665	0.2330631939
666	0.2329962532
667	0.2329026332
668	0.2328156506
669	0.232692051
670	0.2326497174
671	0.2325633063
672	0.2325047545
673	0.2324215582
674	0.2323322782
675	0.2321826426
676	0.2320729084
677	0.2318870016
678	0.2317801523
679	0.2317352037
680	0.2316444334
681	0.2315156336
682	0.2314547781
683	0.2312391774
684	0.2311622935
685	0.2310701194
686	0.2310049685
687	0.2309150016
688	0.2307577858
689	0.2306959585
690	0.2306381915
691	0.2305720575
692	0.23046552
693	0.230392682
694	0.2302989262
695	0.2301659378
696	0.2301093274
697	0.2299723101
698	0.2298728196
699	0.2297617368
700	0.2297286197
701	0.2296627829
702	0.229580215
703	0.2295022552
704	0.2293915139
705	0.22928828
706	0.2292016664
707	0.2290671762
708	0.229000737
709	0.2288883562
710	0.2287893979
711	0.228688697
712	0.2285943562
713	0.2284953822
714	0.2284218345
715	0.2283125206
716	0.2282662499
717	0.2281756988
718	0.2280750433
719	0.2279958799
720	0.2279041956
721	0.2278492529
722	0.2277859693
723	0.2276465893
724	0.2276126937
725	0.2275330277
726	0.2274986272
727	0.2274391445
728	0.2273732095
729	0.2273252479
730	0.2272246097
731	0.2271703732
732	0.2270602289
733	0.2269363689
734	0.2268057755
735	0.226737011
736	0.2266770946
737	0.2265393662
738	0.2263785183
739	0.2263062917
740	0.2262376291
741	0.2260917946
742	0.2260012339
743	0.2258793734
744	0.2258423439
745	0.2256699326
746	0.2255516623
747	0.2254423474
748	0.2253229827
749	0.225242572
750	0.2251354993
751	0.2249346728
752	0.2249074738
753	0.2248203276
754	0.2247634992
755	0.2246579111
756	0.2244998415
757	0.2244656945
758	0.2243504253
759	0.2243078799
760	0.2242584035
761	0.2241574563
762	0.2239857023
763	0.2238932453
764	0.2238033622
765	0.2236913076
766	0.2235616969
767	0.2235020095
768	0.2234496724
769	0.2233961149
770	0.2232931304
771	0.2231751168
772	0.2231186704
773	0.2229955856
774	0.2228111746
775	0.2227509243
776	0.2226354188
777	0.2225491198
778	0.2224077188
779	0.2223170747
780	0.2222178481
781	0.2220981442
782	0.2219908877
783	0.22188092
784	0.2217597174
785	0.2215019113
786	0.2214360288
787	0.22137381
788	0.2212456869
789	0.2211883016
790	0.221065237
791	0.2208270731
792	0.2207410438
793	0.2206320918
794	0.2205334833
795	0.2204235486
796	0.2203535501
797	0.2202480116
798	0.2201213307
799	0.2199803256
800	0.2199102254
801	0.2198264083
802	0.2197717245
803	0.2196513841
804	0.2195479075
805	0.2194506005
806	0.2193491644
807	0.2192238117
808	0.2191388951
809	0.2190607467
810	0.218964968
811	0.2188857198
812	0.2188278449
813	0.2187708966
814	0.2186835958
815	0.2185444361
816	0.2184302832
817	0.218339087
818	0.2182388625
819	0.2181224886
820	0.2180199809
821	0.2179243476
822	0.2178508826
823	0.2177292415
824	0.2176889556
825	0.2175252443
826	0.2173705239
827	0.2172912804
828	0.2172283481
829	0.2171231715
830	0.2170396555
831	0.2169845855
832	0.2168951997
833	0.2167628605
834	0.2166229136
835	0.2165458137
836	0.2164374633
837	0.2162884322
838	0.2161915559
839	0.2160863105
840	0.2159683555
841	0.2158800922
842	0.2158163803
843	0.2157420946
844	0.2156709428
845	0.2156170556
846	0.2155317412
847	0.2154428889
848	0.2153360947
849	0.2152683131
850	0.2151838541
851	0.2150801779
852	0.2149618375
853	0.2148435892
854	0.2147789152
855	0.2146491351
856	0.214533591
857	0.214453342
858	0.2143294544
859	0.2141941702
860	0.2141078388
861	0.2140156922
862	0.2139313235
863	0.2138288558
864	0.2137074929
865	0.213616275
866	0.213518111
867	0.2133737669
868	0.21331697
869	0.2132212412
870	0.2131588646
871	0.2130707807
872	0.212994221
873	0.2129107131
874	0.2128461671
875	0.21280887
876	0.2126973538
877	0.2126304565
878	0.2125610275
879	0.2125186494
880	0.2124084963
881	0.21229688
882	0.212217099
883	0.2121713142
884	0.212066876
885	0.211996565
886	0.2119496237
887	0.2119029988
888	0.2117914761
889	0.2116978558
890	0.2116306599
891	0.2115000729
892	0.2113517339
893	0.2112279314
894	0.2111294085
895	0.2110061413
896	0.2109517078
897	0.210822413
898	0.210711013
899	0.2106006986
900	0.210541219
901	0.2104466416
902	0.2103583504
903	0.2102472437
904	0.2101257994
905	0.2100162706
906	0.209959447
907	0.2098771941
908	0.2097802727
909	0.2097332687
910	0.2096203419
911	0.2094506107
912	0.2093644509
913	0.2092594437
914	0.2091757432
915	0.2090980049
916	0.2089998863
917	0.2089850578
918	0.20884605
919	0.2087717866
920	0.2086474184
921	0.2085437299
922	0.2084754009
923	0.2084043741
924	0.2083229955
925	0.2082394996
926	0.2081091462
927	0.2080114308
928	0.2079613871
929	0.2078432289
930	0.2077028108
931	0.2076138842
932	0.2075163356
933	0.2074226255
934	0.207359945
935	0.2072451483
936	0.2071368921
937	0.2070226669
938	0.2069361449
939	0.2068697796
940	0.2067619875
941	0.2066976479
942	0.2065983755
943	0.2064870464
944	0.2063956688
945	0.2062955863
946	0.2062467755
947	0.2061375153
948	0.2060738259
949	0.206014838
950	0.2058878468
951	0.2058147114
952	0.2057272209
953	0.2055770484
954	0.2055177871
955	0.2054168468
956	0.2053533866
957	0.2052951702
958	0.2051944821
959	0.2051280742
960	0.2050135693
961	0.2049228894
962	0.2048626105
963	0.2047410838
964	0.2046994148
965	0.2045954077
966	0.2045243318
967	0.2044471494
968	0.2043456274
969	0.2042943991
970	0.2041969064
971	0.2040949686
972	0.203996295
973	0.2038898902
974	0.2037932042
975	0.2037002525
976	0.203610305
977	0.2035139995
978	0.2034616466
979	0.2033184386
980	0.2032651533
981	0.2031896207
982	0.2030403516
983	0.2029416628
984	0.2028846849
985	0.2027797706
986	0.2026995709
987	0.2026194587
988	0.2025517267
989	0.2024811858
990	0.2023885789
991	0.2023073249
992	0.2022066786
993	0.2021078368
994	0.2020470882
995	0.2019647666
996	0.2019211603
997	0.2018011658
998	0.201730537
999	0.2015930743
1000	0.2015201891
1001	0.2014178255
1002	0.2013738898
1003	0.2012873722
1004	0.2012265114
1005	0.2011626079
1006	0.2011192401
1007	0.2010567639
1008	0.2009526266
1009	0.2009113612
1010	0.2008477078
1011	0.2008165099
1012	0.2007500942
1013	0.2007074138
1014	0.2006479186
1015	0.2005501919
1016	0.2004957583
1017	0.2004283479
1018	0.2003673497
1019	0.2003105809
1020	0.2002506297
1021	0.2001937607
1022	0.200100759
1023	0.2000197687
1024	0.1999322035
1025	0.1998334202
1026	0.1997919843
1027	0.1997409553
1028	0.1996594549
1029	0.1995993532
1030	0.199521166
1031	0.1994299814
1032	0.1993490703
1033	0.1992871237
1034	0.1992323624
1035	0.1991459403
1036	0.1990661253
1037	0.1990352189
1038	0.1989470389
1039	0.1988584897
1040	0.1987614295
1041	0.1986437621
1042	0.1985916685
1043	0.1985138584
1044	0.1984641134
1045	0.1983668834
1046	0.1983109695
1047	0.1981924791
1048	0.1981170245
1049	0.1980456092
1050	0.1979902185
1051	0.1979050598
1052	0.1978297062
1053	0.1977561462
1054	0.1976392362
1055	0.1975999665
1056	0.197516485
1057	0.1974489777
1058	0.1973761443
1059	0.1973025758
1060	0.1972165455
1061	0.1970946385
1062	0.1970538758
1063	0.1970030587
1064	0.1969489648
1065	0.1968695791
1066	0.1968045757
1067	0.1967185455
1068	0.1966304658
1069	0.1965707335
1070	0.1964951187
1071	0.1964012992
1072	0.1963694815
1073	0.1962916342
1074	0.196224096
1075	0.1961784736
1076	0.1961193863
1077	0.1960792498
1078	0.1960245419
1079	0.1959142377
1080	0.1958304754
1081	0.1957597419
1082	0.1956857274
1083	0.19565248
1084	0.1955685287
1085	0.1954791694
1086	0.1954065605
1087	0.1953546237
1088	0.1952948702
1089	0.1952217436
1090	0.1951778369
1091	0.1951300315
1092	0.1950791821
1093	0.1949915049
1094	0.1948900134
1095	0.1948343641
1096	0.1947815063
1097	0.1947279585
1098	0.1946544836
1099	0.1945988343
1100	0.1945231992
1101	0.1944592951
1102	0.1943737743
1103	0.1943105403
1104	0.1942503001
1105	0.1942060997
1106	0.1941852724
1107	0.194148334
1108	0.1941081339
1109	0.1940472852
1110	0.1939884677
1111	0.1938998531
1112	0.1938253065
1113	0.193791803
1114	0.1937177467
1115	0.1936607398
1116	0.1935872639
1117	0.1935377998
1118	0.19343274
1119	0.1933991781
1120	0.1933136228
1121	0.1932923353
1122	0.1932171732
1123	0.1931753458
1124	0.1931352058
1125	0.193054784
1126	0.1929984195
1127	0.1929293022
1128	0.1929006696
1129	0.1928222033
1130	0.1927403758
1131	0.1926941467
1132	0.1926445561
1133	0.1925668362
1134	0.1924789165
1135	0.1923957601
1136	0.192345941
1137	0.1922742825
1138	0.1922219935
1139	0.192180711
1140	0.1921037059
1141	0.1920679567
1142	0.1919896862
1143	0.1919553567
1144	0.1918676294
1145	0.1918091212
1146	0.191719657
1147	0.191635864
1148	0.1915890008
1149	0.1915130476
1150	0.1914625035
1151	0.1913486501
1152	0.1913044214
1153	0.1912815856
1154	0.1912087909
1155	0.1911434588
1156	0.1910955818
1157	0.1910315973
1158	0.191005432
1159	0.1909555592
1160	0.1909042854
1161	0.1908170728
1162	0.1907433819
1163	0.1906443584
1164	0.1906115805
1165	0.190592846
1166	0.1905322547
1167	0.1904909523
1168	0.1904362895
1169	0.1903757296
1170	0.1903459017
1171	0.190272037
1172	0.1901998409
1173	0.1901203355
1174	0.1900672401
1175	0.1900353638
1176	0.189997982
1177	0.1899180101
1178	0.1898840972
1179	0.1898240198
1180	0.1897537563
1181	0.1896823971
1182	0.1896033554
1183	0.1895399548
1184	0.1894886715
1185	0.1894220942
1186	0.1893515933
1187	0.189311365
1188	0.1892617008
1189	0.1891459287
1190	0.1890830504
1191	0.1890259606
1192	0.1889743984
1193	0.1889100014
1194	0.188870149
1195	0.1888141289
1196	0.188767432
1197	0.1887116177
1198	0.1886407384
1199	0.1886202413
1200	0.1885854673
1201	0.1885356629
1202	0.1885073384
1203	0.1884878308
1204	0.1884309742
1205	0.1883609927
1206	0.1882886348
1207	0.188232248
1208	0.1881588717
1209	0.1881030266
1210	0.188037193
1211	0.1879861863
1212	0.1879168158
1213	0.1878337518
1214	0.1877774703
1215	0.187749072
1216	0.1876761125
1217	0.1876065939
1218	0.1875722773
1219	0.1875008717
1220	0.1874370078
1221	0.1873979256
1222	0.1873396381
1223	0.1873011848
1224	0.1871926087
1225	0.1871542894
1226	0.1870928226
1227	0.1870355768
1228	0.1869760374
1229	0.186917107
1230	0.1868647143
1231	0.1868255124
1232	0.1867814894
1233	0.1867368867
1234	0.186674225
1235	0.1866586149
1236	0.1866421226
1237	0.1865725008
1238	0.1865150209
1239	0.1864944647
1240	0.1864394503
1241	0.1864043837
1242	0.1863506794
1243	0.1863088937
1244	0.1862575526
1245	0.1861810646
1246	0.1861216732
1247	0.1860510368
1248	0.1860310318
1249	0.1859363617
1250	0.1858416946
1251	0.1858114151
1252	0.1857839097
1253	0.1857164988
1254	0.1856503842
1255	0.1856034514
1256	0.1855596557
1257	0.1855111125
1258	0.185443514
1259	0.1853852579
1260	0.1853059389
1261	0.185270555
1262	0.1852031131
1263	0.1851394167
1264	0.1850969868
1265	0.1850014759
1266	0.1849583336
1267	0.1849140012
1268	0.1848174217
1269	0.1847723447
1270	0.1847262791
1271	0.18468124
1272	0.1846330766
1273	0.1845827732
1274	0.1845325364
1275	0.1844535955
1276	0.1844289949
1277	0.1843760846
1278	0.184331537
1279	0.1843122645
1280	0.184230136
1281	0.1841708117
1282	0.1841266168
1283	0.1840736886
1284	0.1840154375
1285	0.1839719041
1286	0.1839188227
1287	0.1838532926
1288	0.1838199374
1289	0.1837934911
1290	0.1837455855
1291	0.1836851125
1292	0.18365289
1293	0.1836104113
1294	0.1835599652
1295	0.1835299148
1296	0.1834407573
1297	0.1833975324
1298	0.1833608173
1299	0.1832988231
1300	0.1832861382
1301	0.1832427954
1302	0.1831828877
1303	0.1831223185
1304	0.1830849102
1305	0.1830307972
1306	0.1829818121
1307	0.1829354729
1308	0.1828843309
1309	0.1828347571
1310	0.1827921247
1311	0.1827293608
1312	0.1826433227
1313	0.182599148
1314	0.1825567457
1315	0.1825144921
1316	0.1824828504
1317	0.1824202795
1318	0.1823857263
1319	0.1823406398
1320	0.1822800879
1321	0.1822277325
1322	0.1821857598
1323	0.1821343485
1324	0.1820641056
1325	0.1819766771
1326	0.1819097222
1327	0.181893226
1328	0.181877362
1329	0.1818272336
1330	0.1817497506
1331	0.1816740877
1332	0.1816555717
1333	0.1816021541
1334	0.1815644581
1335	0.1815167019
1336	0.1814731044
1337	0.1814232539
1338	0.181384122
1339	0.1813475427
1340	0.1812790688
1341	0.1812252451
1342	0.1811521281
1343	0.1811238133
1344	0.1810667721
1345	0.1810495162
1346	0.180980683
1347	0.1808980858
1348	0.1808263279
1349	0.1807883368
1350	0.1807574392
1351	0.1807041139
1352	0.1806708324
1353	0.1806128369
1354	0.1805749469
1355	0.1805354726
1356	0.1804948506
1357	0.1804440089
1358	0.1803976608
1359	0.1803526499
1360	0.1803352485
1361	0.1802785949
1362	0.1802476328
1363	0.1802085526
1364	0.1801642378
1365	0.1801078275
1366	0.1800599911
1367	0.1800159682
1368	0.1799775771
1369	0.1799639029
1370	0.1799165751
1371	0.1798773109
1372	0.1797974757
1373	0.1797616224
1374	0.1797027107
1375	0.1796290163
1376	0.1795737913
1377	0.1794962187
1378	0.1794461222
1379	0.1793980451
1380	0.1793376918
1381	0.1793068249
1382	0.1792370879
1383	0.179170271
1384	0.179136984
1385	0.1790995983
1386	0.1790453252
1387	0.1790256868
1388	0.1789786895
1389	0.1789280116
1390	0.1789108711
1391	0.1788589275
1392	0.1788339324
1393	0.178780956
1394	0.1787241458
1395	0.1786795942
1396	0.1786281186
1397	0.1785963839
1398	0.1785574963
1399	0.1785445271
1400	0.1784793513
1401	0.1784272067
1402	0.178395507
1403	0.1783656869
1404	0.178320572
1405	0.1782499364
1406	0.178191557
1407	0.1781440154
1408	0.1781164714
1409	0.1780797931
1410	0.1780585215
1411	0.1780143807
1412	0.1779780829
1413	0.1779479312
1414	0.1779100753
1415	0.1778735554
1416	0.1778262602
1417	0.1777826649
1418	0.1777553428
1419	0.1777204854
1420	0.1776746721
1421	0.1776056398
1422	0.1775460298
1423	0.1774883474
1424	0.177449675
1425	0.1773910921
1426	0.1773603526
1427	0.1772915943
1428	0.1772441435
1429	0.1772026959
1430	0.177151549
1431	0.1771169871
1432	0.177071985
1433	0.1770432441
1434	0.1769956296
1435	0.1769394599
1436	0.1768731729
1437	0.1768113057
1438	0.1767786943
1439	0.1767379306
1440	0.1767050663
1441	0.1766760213
1442	0.1766191747
1443	0.1765659867
1444	0.1765240833
1445	0.1764689129
1446	0.1764444765
1447	0.1764036297
1448	0.1763431983
1449	0.1763030018
1450	0.1762468559
1451	0.1762018228
1452	0.1761718466
1453	0.1761469797
1454	0.1761032871
1455	0.1760671301
1456	0.1760336792
1457	0.1759981276
1458	0.1759859851
1459	0.1759587559
1460	0.1759422276
1461	0.1759007971
1462	0.1758490688
1463	0.1758036074
1464	0.1757594011
1465	0.1757081873
1466	0.1756578168
1467	0.175624532
1468	0.1755815931
1469	0.1755472816
1470	0.1754942889
1471	0.1754500539
1472	0.1753903915
1473	0.1753419482
1474	0.1753096887
1475	0.1752543408
1476	0.1751968465
1477	0.1751476632
1478	0.175117376
1479	0.1750820624
1480	0.1750414061
1481	0.1750052598
1482	0.1749769892
1483	0.1749293042
1484	0.1748847322
1485	0.1748546882
1486	0.1748235532
1487	0.1747866424
1488	0.1747414998
1489	0.1747120156
1490	0.174685086
1491	0.1746535943
1492	0.1746192183
1493	0.1745761315
1494	0.1745629176
1495	0.1745295765
1496	0.1744800021
1497	0.1744639635
1498	0.1744506528
1499	0.1743968847
1500	0.1743467469
1501	0.1743201899
1502	0.1742840562
1503	0.1742327387
1504	0.1741815411
1505	0.1741400399
1506	0.1740960683
1507	0.1740757496
1508	0.1740236628
1509	0.1739802709
1510	0.1739538213
1511	0.1739042974
1512	0.1738644169
