iter	Passed	Remaining
208	360	2712
209	362	2713
210	364	2712
211	365	2708
212	366	2700
213	367	2692
214	368	2684
215	369	2681
216	372	2684
217	374	2688
218	376	2688
219	377	2684
220	379	2685
221	381	2681
222	383	2680
223	384	2677
224	386	2678
225	388	2674
226	390	2675
227	391	2671
228	394	2675
229	396	2675
230	398	2675
231	400	2675
232	401	2671
233	403	2671
234	406	2674
235	408	2678
236	411	2682
237	413	2686
238	416	2689
239	418	2689
240	419	2681
241	420	2677
242	422	2676
243	423	2672
244	425	2668
245	425	2661
246	427	2658
247	428	2654
248	430	2651
249	431	2647
250	433	2643
251	434	2639
252	435	2632
253	437	2632
254	439	2631
255	440	2627
256	441	2620
257	442	2613
258	444	2614
259	446	2614
260	448	2613
261	450	2613
262	451	2610
263	453	2606
264	454	2604
265	455	2598
266	456	2592
267	457	2588
268	458	2582
269	460	2578
270	461	2573
271	462	2570
272	464	2570
273	466	2570
274	467	2566
275	469	2563
276	470	2556
277	472	2556
278	473	2553
279	475	2550
280	475	2544
281	476	2538
282	477	2531
283	478	2525
284	479	2519
285	480	2516
286	481	2510
287	483	2510
288	485	2510
289	486	2504
290	488	2504
291	489	2501
292	491	2498
293	492	2495
294	494	2492
295	496	2494
296	498	2492
297	499	2489
298	500	2485
299	502	2481
300	504	2481
301	506	2481
302	507	2478
303	509	2477
304	511	2480
305	513	2480
306	515	2480
307	517	2479
308	519	2477
309	520	2473
310	522	2471
311	523	2467
312	524	2465
313	526	2461
314	527	2459
315	528	2453
316	529	2450
317	530	2445
318	532	2442
319	534	2442
320	536	2442
321	538	2444
322	540	2443
323	542	2442
324	544	2442
325	546	2441
326	548	2443
327	551	2448
328	554	2449
329	555	2447
330	557	2445
331	558	2442
332	560	2441
333	562	2440
334	565	2445
335	567	2444
336	570	2446
337	572	2445
338	574	2447
339	577	2449
340	578	2446
341	580	2444
342	580	2438
343	582	2438
344	583	2433
345	584	2428
346	586	2428
347	588	2425
348	589	2422
349	591	2420
350	591	2414
351	592	2409
352	594	2407
353	596	2406
354	597	2404
355	599	2402
356	600	2397
357	601	2394
358	603	2392
359	604	2389
360	606	2390
361	608	2389
362	610	2389
363	613	2391
364	615	2390
365	616	2387
366	618	2387
367	620	2385
368	621	2382
369	622	2377
370	624	2375
371	624	2370
372	625	2365
373	627	2362
374	628	2359
375	629	2356
376	631	2354
377	632	2351
378	634	2349
379	635	2346
380	636	2343
381	638	2340
382	639	2338
383	640	2335
384	641	2330
385	643	2328
386	645	2327
387	646	2325
388	648	2322
389	649	2320
390	651	2317
391	652	2315
392	654	2313
393	655	2310
394	657	2310
395	660	2312
396	661	2309
397	662	2307
398	664	2304
399	666	2304
400	667	2301
401	669	2300
402	671	2300
403	674	2301
404	676	2301
405	678	2300
406	679	2297
407	680	2294
408	682	2292
409	683	2289
410	685	2288
411	687	2288
412	689	2286
413	690	2284
414	693	2285
415	695	2285
416	697	2285
417	699	2283
418	701	2284
419	703	2281
420	704	2279
421	706	2277
422	707	2274
423	708	2272
424	710	2269
425	711	2267
426	712	2263
427	713	2258
428	715	2258
429	716	2255
430	718	2255
431	720	2254
432	722	2253
433	724	2252
434	726	2252
435	728	2251
436	730	2250
437	732	2247
438	733	2245
439	734	2243
440	736	2240
441	738	2240
442	739	2237
443	741	2235
444	742	2232
445	743	2230
446	745	2227
447	748	2229
448	749	2226
449	750	2222
450	751	2220
451	753	2217
452	754	2213
453	755	2212
454	757	2210
455	758	2208
456	760	2206
457	762	2204
458	763	2202
459	764	2198
460	766	2197
461	768	2196
462	769	2194
463	771	2193
464	773	2192
465	775	2191
466	777	2190
467	779	2189
468	781	2189
469	782	2185
470	783	2183
471	785	2181
472	787	2179
473	788	2177
474	790	2177
475	792	2174
476	793	2172
477	794	2170
478	796	2167
479	797	2165
480	799	2163
481	800	2159
482	801	2157
483	802	2154
484	804	2152
485	805	2148
486	806	2146
487	808	2144
488	809	2142
489	810	2139
490	812	2137
491	813	2135
492	815	2134
493	817	2133
494	819	2131
495	820	2129
496	822	2127
497	823	2125
498	824	2122
499	826	2120
500	827	2118
501	829	2116
502	832	2117
503	833	2115
504	835	2114
505	836	2112
506	838	2109
507	840	2108
508	841	2106
509	842	2103
510	843	2100
511	844	2096
512	846	2094
513	848	2093
514	849	2091
515	850	2087
516	851	2084
517	852	2082
518	853	2078
519	854	2076
520	855	2072
521	857	2070
522	858	2068
523	859	2066
524	860	2062
525	862	2060
526	863	2058
527	865	2056
528	867	2055
529	868	2053
530	870	2051
531	871	2048
532	873	2048
533	874	2046
534	876	2044
535	877	2042
536	878	2038
537	879	2034
538	880	2031
539	882	2030
540	883	2029
541	885	2027
542	886	2025
543	887	2021
544	888	2018
545	889	2015
546	891	2013
547	893	2014
548	894	2010
549	895	2007
550	897	2006
551	898	2004
552	900	2002
553	901	2000
554	903	1999
555	905	1997
556	907	1997
557	908	1994
558	910	1992
559	911	1991
560	912	1988
561	914	1987
562	916	1985
563	917	1982
564	919	1982
565	921	1981
566	922	1979
567	923	1976
568	925	1974
569	927	1973
570	928	1971
571	930	1969
572	932	1968
573	933	1966
574	934	1963
575	936	1962
576	937	1960
577	940	1960
578	941	1957
579	942	1953
580	943	1951
581	944	1949
582	946	1947
583	947	1945
584	949	1943
585	950	1941
586	952	1940
587	953	1938
588	954	1935
589	956	1933
590	957	1931
591	958	1929
592	960	1927
593	961	1925
594	963	1924
595	965	1923
596	968	1923
597	969	1921
598	971	1920
599	973	1919
600	974	1917
601	976	1916
602	979	1916
603	981	1915
604	982	1913
605	984	1911
606	986	1911
607	987	1908
608	988	1906
609	990	1905
610	992	1903
611	994	1902
612	995	1900
613	996	1897
614	998	1895
615	1000	1895
616	1002	1894
617	1003	1892
618	1005	1891
619	1007	1890
620	1009	1889
621	1011	1887
622	1013	1887
623	1015	1886
624	1017	1885
625	1018	1882
626	1019	1880
627	1021	1878
628	1023	1878
629	1025	1876
630	1027	1875
631	1029	1874
632	1031	1873
633	1034	1874
634	1036	1873
635	1037	1871
636	1039	1869
637	1040	1866
638	1040	1863
639	1043	1863
640	1044	1861
641	1046	1859
642	1048	1859
643	1050	1857
644	1052	1856
645	1053	1854
646	1055	1852
647	1057	1851
648	1059	1850
649	1061	1849
650	1062	1847
651	1063	1845
652	1066	1845
653	1069	1845
654	1070	1843
655	1071	1841
656	1073	1839
657	1074	1837
658	1076	1836
659	1079	1836
660	1080	1834
661	1083	1835
662	1086	1835
663	1088	1834
664	1090	1833
665	1092	1831
666	1093	1829
667	1094	1827
668	1095	1824
669	1097	1822
670	1098	1820
671	1099	1818
672	1101	1816
673	1103	1815
674	1106	1815
675	1107	1813
676	1108	1811
677	1110	1809
678	1111	1807
679	1113	1805
680	1115	1804
681	1116	1802
682	1118	1800
683	1119	1798
684	1120	1795
685	1121	1793
686	1123	1791
687	1125	1791
688	1128	1792
689	1130	1790
690	1131	1788
691	1133	1786
692	1134	1784
693	1136	1783
694	1137	1780
695	1138	1778
696	1140	1776
697	1141	1774
698	1143	1773
699	1145	1772
700	1147	1771
701	1150	1771
702	1152	1770
703	1153	1768
704	1155	1766
705	1156	1764
706	1159	1764
707	1161	1763
708	1163	1762
709	1165	1760
710	1167	1759
711	1169	1759
712	1170	1756
713	1173	1756
714	1174	1753
715	1176	1752
716	1176	1749
717	1178	1747
718	1179	1746
719	1180	1743
720	1181	1740
721	1182	1737
722	1184	1736
723	1185	1734
724	1187	1732
725	1189	1731
726	1191	1730
727	1193	1729
728	1195	1728
729	1197	1726
730	1199	1725
731	1200	1723
732	1202	1721
733	1203	1720
734	1206	1720
735	1208	1719
736	1210	1718
737	1212	1716
738	1214	1715
739	1215	1712
740	1216	1710
741	1219	1710
742	1221	1710
743	1223	1708
744	1225	1707
745	1227	1706
746	1230	1706
747	1232	1705
748	1235	1705
749	1237	1705
750	1240	1704
751	1243	1704
752	1244	1702
753	1246	1700
754	1247	1698
755	1249	1697
756	1251	1696
757	1252	1694
758	1254	1692
759	1255	1690
760	1257	1688
761	1259	1687
762	1260	1685
763	1262	1683
764	1264	1682
765	1265	1680
766	1267	1678
767	1268	1676
768	1270	1675
769	1272	1673
770	1274	1672
771	1275	1670
772	1276	1668
773	1278	1667
774	1279	1664
775	1281	1662
776	1282	1660
777	1285	1659
778	1286	1658
779	1288	1656
780	1289	1654
781	1291	1652
782	1292	1650
783	1295	1650
784	1297	1649
785	1299	1648
786	1302	1648
787	1303	1646
788	1305	1644
789	1306	1642
790	1308	1640
791	1310	1639
792	1311	1637
793	1312	1635
794	1314	1634
795	1317	1633
796	1319	1632
797	1321	1630
798	1322	1628
799	1323	1626
800	1324	1624
801	1326	1621
802	1328	1621
803	1330	1619
804	1332	1618
805	1334	1617
806	1335	1615
807	1337	1613
808	1339	1612
809	1341	1611
810	1343	1610
811	1345	1609
812	1346	1606
813	1347	1604
814	1349	1602
815	1351	1601
816	1353	1600
817	1355	1598
818	1357	1597
819	1359	1596
820	1362	1595
821	1363	1593
822	1364	1591
823	1366	1589
824	1367	1587
825	1369	1586
826	1370	1584
827	1372	1582
828	1373	1580
829	1375	1579
830	1377	1578
831	1380	1577
832	1381	1575
833	1384	1574
834	1385	1572
835	1386	1570
836	1387	1567
837	1388	1566
838	1390	1564
839	1391	1562
840	1392	1559
841	1394	1558
842	1396	1556
843	1398	1555
844	1399	1553
845	1401	1552
846	1403	1550
847	1404	1548
848	1406	1546
849	1406	1544
850	1408	1542
851	1410	1541
852	1411	1539
853	1413	1537
854	1415	1535
855	1415	1533
856	1417	1531
857	1419	1530
858	1420	1527
859	1422	1526
860	1423	1524
861	1425	1522
862	1426	1520
863	1427	1518
864	1428	1516
865	1429	1513
866	1431	1512
867	1433	1511
868	1434	1508
869	1435	1506
870	1437	1505
871	1439	1503
872	1440	1501
873	1441	1499
874	1442	1496
875	1443	1494
876	1444	1492
877	1447	1491
878	1448	1489
879	1449	1487
880	1451	1485
881	1452	1483
882	1454	1482
883	1455	1480
884	1457	1479
885	1459	1477
886	1460	1475
887	1461	1473
888	1462	1470
889	1464	1469
890	1466	1467
891	1467	1465
892	1469	1464
893	1470	1462
894	1472	1461
895	1474	1459
896	1476	1458
897	1478	1457
898	1480	1456
899	1483	1455
900	1485	1454
901	1487	1452
902	1488	1450
903	1490	1449
904	1492	1447
905	1493	1445
906	1494	1443
907	1497	1442
908	1499	1441
909	1500	1439
910	1501	1437
911	1502	1435
912	1504	1433
913	1505	1430
914	1506	1429
915	1507	1426
916	1508	1424
917	1509	1422
918	1510	1420
919	1511	1418
920	1512	1415
921	1514	1413
922	1514	1411
923	1516	1410
924	1518	1408
925	1520	1406
926	1521	1405
927	1523	1404
928	1525	1402
929	1526	1399
930	1527	1398
931	1530	1397
932	1531	1395
933	1533	1393
934	1534	1391
935	1536	1390
936	1537	1388
937	1539	1387
938	1541	1385
939	1542	1383
940	1543	1381
941	1545	1379
942	1546	1377
943	1548	1376
944	1550	1375
945	1552	1373
946	1554	1372
947	1555	1369
948	1557	1368
949	1559	1367
950	1560	1365
951	1562	1363
952	1563	1361
953	1565	1360
954	1566	1358
955	1568	1356
956	1570	1355
957	1570	1352
958	1574	1352
959	1574	1350
960	1576	1348
961	1578	1346
962	1579	1344
963	1581	1343
964	1583	1341
965	1584	1340
966	1585	1338
967	1586	1336
968	1588	1334
969	1590	1333
970	1592	1331
971	1593	1329
972	1595	1328
973	1597	1327
974	1599	1325
975	1601	1324
976	1602	1321
977	1603	1319
978	1604	1317
979	1606	1315
980	1607	1314
981	1608	1312
982	1610	1310
983	1611	1308
984	1612	1306
985	1613	1304
986	1615	1302
987	1616	1300
988	1617	1298
989	1619	1297
990	1620	1295
991	1622	1293
992	1623	1291
993	1625	1290
994	1626	1288
995	1627	1286
996	1629	1284
997	1630	1282
998	1631	1280
999	1633	1278
1000	1634	1276
1001	1635	1274
1002	1636	1272
1003	1638	1271
1004	1640	1269
1005	1641	1268
1006	1642	1265
1007	1644	1264
1008	1645	1262
1009	1646	1259
1010	1646	1257
1011	1648	1256
1012	1650	1254
1013	1652	1253
1014	1654	1251
1015	1654	1249
1016	1656	1247
1017	1658	1246
1018	1659	1244
1019	1661	1242
1020	1662	1240
1021	1663	1238
1022	1664	1236
1023	1667	1235
1024	1668	1233
1025	1670	1232
1026	1671	1230
1027	1673	1229
1028	1674	1226
1029	1675	1225
1030	1677	1223
1031	1678	1221
1032	1679	1219
1033	1680	1217
1034	1682	1215
1035	1683	1213
1036	1684	1211
1037	1685	1209
1038	1687	1208
1039	1687	1205
1040	1689	1204
1041	1691	1202
1042	1692	1200
1043	1692	1198
1044	1694	1197
1045	1696	1195
1046	1698	1193
1047	1699	1191
1048	1700	1190
1049	1703	1189
1050	1704	1187
1051	1707	1186
1052	1709	1185
1053	1711	1183
1054	1713	1182
1055	1714	1180
1056	1716	1178
1057	1718	1177
1058	1719	1175
1059	1721	1174
1060	1723	1172
1061	1725	1171
1062	1726	1169
1063	1729	1168
1064	1731	1167
1065	1733	1165
1066	1735	1164
1067	1736	1162
1068	1737	1160
1069	1740	1159
1070	1742	1158
1071	1743	1156
1072	1744	1154
1073	1747	1153
1074	1749	1152
1075	1751	1150
1076	1753	1149
1077	1754	1147
1078	1756	1145
1079	1757	1144
1080	1759	1142
1081	1760	1140
1082	1762	1139
1083	1763	1137
1084	1764	1135
1085	1766	1133
1086	1767	1131
1087	1768	1129
1088	1770	1128
1089	1771	1126
1090	1772	1124
1091	1773	1122
1092	1774	1120
1093	1776	1118
1094	1778	1117
1095	1779	1115
1096	1782	1114
1097	1783	1112
1098	1784	1110
1099	1784	1108
1100	1786	1106
1101	1787	1104
1102	1789	1103
1103	1791	1101
1104	1791	1099
1105	1793	1097
1106	1794	1095
1107	1795	1093
1108	1797	1092
1109	1798	1090
1110	1799	1088
1111	1801	1086
1112	1802	1084
1113	1803	1083
1114	1805	1081
1115	1806	1079
1116	1807	1077
1117	1808	1075
1118	1811	1074
1119	1811	1072
1120	1813	1071
1121	1815	1069
1122	1817	1068
1123	1818	1066
1124	1820	1064
1125	1820	1062
1126	1822	1061
1127	1824	1059
1128	1825	1057
1129	1827	1056
1130	1830	1055
1131	1832	1053
1132	1833	1052
1133	1835	1050
1134	1836	1048
1135	1838	1046
1136	1839	1045
1137	1840	1043
1138	1841	1041
1139	1842	1039
1140	1844	1038
1141	1846	1036
1142	1848	1034
1143	1850	1033
1144	1851	1031
1145	1852	1029
1146	1854	1028
1147	1856	1027
1148	1857	1025
1149	1859	1023
1150	1860	1021
1151	1861	1019
1152	1862	1017
1153	1863	1015
1154	1864	1013
1155	1866	1012
1156	1868	1010
1157	1869	1008
1158	1870	1007
1159	1871	1005
1160	1873	1003
1161	1875	1002
1162	1877	1000
1163	1878	999
1164	1881	998
1165	1883	996
1166	1886	995
1167	1887	993
1168	1889	992
1169	1889	990
1170	1892	988
1171	1893	987
1172	1894	985
1173	1895	983
1174	1897	981
1175	1898	979
1176	1899	978
1177	1901	976
1178	1902	974
1179	1904	973
1180	1905	971
1181	1907	969
1182	1908	967
1183	1909	966
1184	1911	964
1185	1912	962
1186	1913	960
1187	1914	959
1188	1915	957
1189	1916	955
1190	1917	953
1191	1919	951
1192	1921	950
1193	1922	948
1194	1924	946
1195	1926	945
1196	1928	943
1197	1930	942
1198	1930	940
1199	1932	938
1200	1933	936
1201	1934	935
1202	1936	933
1203	1938	932
1204	1940	930
1205	1941	928
1206	1942	926
1207	1943	925
1208	1944	923
1209	1946	921
1210	1948	920
1211	1948	918
1212	1950	916
1213	1952	914
1214	1953	913
1215	1954	911
1216	1955	909
1217	1957	907
1218	1958	906
1219	1959	904
1220	1961	903
1221	1962	901
1222	1964	899
1223	1965	897
1224	1967	895
1225	1968	894
1226	1969	892
1227	1971	891
1228	1973	889
1229	1974	887
1230	1975	885
1231	1976	883
1232	1978	882
1233	1979	880
1234	1981	879
1235	1983	877
1236	1984	876
1237	1986	874
1238	1988	872
1239	1990	871
1240	1990	869
1241	1992	867
1242	1993	866
1243	1995	864
1244	1996	862
1245	1998	861
1246	2000	859
1247	2001	858
1248	2003	856
1249	2004	854
1250	2005	852
1251	2006	851
1252	2008	849
1253	2010	848
1254	2011	846
1255	2013	844
1256	2014	843
1257	2016	841
1258	2017	839
1259	2019	838
1260	2020	836
1261	2022	834
1262	2023	832
1263	2024	831
1264	2025	829
1265	2027	827
1266	2028	825
1267	2029	824
1268	2031	822
1269	2033	821
1270	2035	819
1271	2037	818
1272	2039	817
1273	2040	815
1274	2042	813
1275	2044	812
1276	2046	811
1277	2048	809
1278	2049	807
1279	2051	806
1280	2053	804
1281	2055	803
1282	2058	802
1283	2060	800
1284	2062	799
1285	2064	798
1286	2067	796
1287	2069	795
1288	2071	794
1289	2074	792
1290	2076	791
1291	2078	790
1292	2081	788
1293	2083	787
1294	2085	785
1295	2086	784
1296	2088	782
1297	2090	781
1298	2091	779
1299	2093	777
1300	2095	776
1301	2098	775
1302	2099	773
1303	2100	771
1304	2103	770
1305	2105	768
1306	2107	767
1307	2109	766
1308	2112	765
1309	2115	763
1310	2117	762
1311	2119	760
1312	2121	759
1313	2123	757
1314	2125	756
1315	2127	755
1316	2129	753
1317	2131	751
1318	2132	750
1319	2135	748
1320	2137	747
1321	2139	746
1322	2142	744
1323	2145	743
1324	2147	742
1325	2149	740
1326	2151	739
1327	2153	737
1328	2155	736
1329	2157	734
1330	2159	733
1331	2161	731
1332	2163	730
1333	2164	728
1334	2166	726
1335	2169	725
1336	2170	724
1337	2173	722
1338	2175	721
1339	2176	719
1340	2178	718
1341	2180	716
1342	2182	714
1343	2184	713
1344	2186	711
1345	2187	710
1346	2189	708
1347	2191	707
1348	2192	705
1349	2194	703
1350	2196	702
1351	2196	700
1352	2197	698
1353	2199	696
1354	2200	694
1355	2200	693
1356	2202	691
1357	2203	689
1358	2205	688
1359	2207	686
1360	2208	684
1361	2210	683
1362	2212	681
1363	2214	680
1364	2216	678
1365	2218	677
1366	2221	675
1367	2223	674
1368	2225	673
1369	2227	671
1370	2228	669
1371	2230	668
1372	2232	666
1373	2234	665
1374	2236	663
1375	2238	662
1376	2240	660
1377	2243	659
1378	2244	657
1379	2245	655
1380	2247	654
1381	2249	652
1382	2250	650
1383	2251	649
1384	2253	647
1385	2254	645
1386	2256	644
1387	2259	643
1388	2260	641
1389	2263	639
1390	2265	638
1391	2266	636
1392	2268	634
1393	2270	633
1394	2271	631
1395	2274	630
1396	2275	628
1397	2277	627
1398	2279	625
1399	2281	624
1400	2283	622
1401	2285	621
1402	2286	619
1403	2287	617
1404	2289	615
1405	2290	614
1406	2292	612
1407	2294	611
1408	2295	609
1409	2296	607
1410	2298	605
1411	2299	604
1412	2300	602
1413	2302	600
1414	2304	599
1415	2305	597
1416	2307	596
1417	2309	594
1418	2311	592
1419	2314	591
1420	2316	590
1421	2318	588
1422	2321	587
1423	2322	585
1424	2325	584
1425	2327	582
1426	2329	581
1427	2330	579
1428	2332	577
1429	2335	576
1430	2338	575
1431	2340	573
1432	2343	572
1433	2346	571
1434	2349	569
1435	2350	568
1436	2352	566
1437	2354	564
1438	2356	563
1439	2359	561
1440	2361	560
1441	2363	558
1442	2365	557
1443	2366	555
1444	2368	553
1445	2370	552
1446	2371	550
1447	2372	548
1448	2373	547
1449	2374	545
1450	2375	543
1451	2377	541
1452	2379	540
1453	2380	538
1454	2382	537
1455	2386	535
1456	2387	534
1457	2390	532
1458	2392	531
1459	2394	529
1460	2396	528
1461	2398	526
1462	2400	524
1463	2401	523
1464	2402	521
1465	2404	519
1466	2407	518
1467	2409	517
1468	2411	515
1469	2413	513
1470	2415	512
1471	2418	510
1472	2420	509
1473	2422	507
1474	2424	506
1475	2427	504
1476	2428	503
1477	2430	501
1478	2432	500
1479	2434	498
1480	2436	496
1481	2437	495
1482	2439	493
1483	2442	492
1484	2443	490
1485	2446	488
1486	2447	487
1487	2449	485
1488	2452	484
1489	2455	482
1490	2457	481
1491	2459	479
1492	2461	478
1493	2463	476
1494	2465	474
1495	2466	473
1496	2468	471
1497	2470	470
1498	2472	468
1499	2475	467
1500	2478	465
1501	2481	464
1502	2484	462
1503	2486	461
1504	2489	459
1505	2490	458
1506	2492	456
1507	2493	454
1508	2495	453
1509	2497	451
1510	2498	449
1511	2499	448
1512	2501	446
1513	2502	444
1514	2504	443
1515	2506	441
1516	2507	439
1517	2508	437
1518	2510	436
1519	2511	434
1520	2513	432
1521	2514	431
1522	2516	429
1523	2517	427
1524	2518	426
1525	2519	424
1526	2520	422
1527	2522	420
1528	2524	419
1529	2527	417
1530	2529	416
1531	2531	414
1532	2533	413
1533	2535	411
1534	2536	409
1535	2537	408
1536	2539	406
1537	2541	404
1538	2542	403
1539	2543	401
1540	2545	399
1541	2546	398
1542	2548	396
1543	2551	394
1544	2554	393
1545	2557	392
1546	2559	390
1547	2561	388
1548	2564	387
1549	2565	385
1550	2568	384
1551	2570	382
1552	2572	381
1553	2575	379
1554	2576	377
1555	2578	376
1556	2581	374
1557	2584	373
1558	2585	371
1559	2588	370
1560	2590	368
1561	2591	366
1562	2592	364
1563	2595	363
1564	2597	361
1565	2599	360
1566	2600	358
1567	2602	356
1568	2604	355
1569	2607	353
1570	2609	352
1571	2610	350
1572	2612	348
1573	2615	347
1574	2617	345
1575	2619	344
1576	2620	342
1577	2622	340
1578	2624	339
1579	2627	337
1580	2629	335
1581	2631	334
1582	2633	332
1583	2636	331
1584	2638	329
1585	2640	327
1586	2642	326
1587	2643	324
1588	2645	322
1589	2646	321
1590	2648	319
1591	2650	317
1592	2652	316
1593	2654	314
1594	2656	313
1595	2659	311
1596	2661	309
1597	2663	308
1598	2665	306
1599	2666	305
1600	2668	303
1601	2670	301
1602	2671	300
1603	2673	298
1604	2676	296
1605	2677	295
1606	2678	293
1607	2679	291
1608	2681	290
1609	2683	288
1610	2685	286
1611	2687	285
1612	2688	283
1613	2690	281
1614	2692	280
1615	2693	278
1616	2695	276
1617	2696	275
1618	2699	273
1619	2700	271
1620	2702	270
1621	2703	268
1622	2705	266
1623	2708	265
1624	2710	263
1625	2712	261
1626	2714	260
1627	2716	258
1628	2718	256
1629	2719	255
1630	2721	253
1631	2722	251
1632	2724	250
1633	2725	248
1634	2727	246
1635	2728	245
1636	2730	243
1637	2731	241
1638	2732	240
1639	2734	238
1640	2735	236
1641	2736	234
1642	2738	233
1643	2740	231
1644	2742	230
1645	2743	228
1646	2744	226
1647	2746	225
1648	2748	223
1649	2749	221
1650	2751	219
1651	2752	218
1652	2754	216
1653	2756	215
1654	2758	213
1655	2760	211
1656	2761	209
1657	2762	208
1658	2764	206
1659	2766	205
1660	2768	203
1661	2771	201
1662	2772	200
1663	2775	198
1664	2777	196
1665	2780	195
1666	2781	193
1667	2783	191
1668	2785	190
1669	2788	188
1670	2790	187
1671	2792	185
1672	2794	183
1673	2797	182
1674	2799	180
1675	2802	178
1676	2804	177
1677	2806	175
1678	2807	173
1679	2810	172
1680	2813	170
1681	2816	169
1682	2818	167
1683	2820	165
1684	2822	164
1685	2825	162
1686	2827	160
1687	2829	159
1688	2830	157
1689	2831	155
1690	2833	154
1691	2836	152
1692	2838	150
1693	2840	149
1694	2842	147
1695	2844	145
1696	2846	144
1697	2847	142
1698	2849	140
1699	2852	139
1700	2853	137
1701	2856	135
1702	2858	134
1703	2860	132
1704	2863	130
1705	2865	129
1706	2866	127
1707	2869	126
1708	2872	124
1709	2872	122
1710	2873	120
1711	2874	119
1712	2876	117
1713	2878	115
1714	2879	114
1715	2880	112
1716	2882	110
1717	2883	109
1718	2884	107
1719	2887	105
1720	2889	104
1721	2890	102
1722	2892	100
1723	2894	99
1724	2896	97
1725	2897	95
1726	2899	94
1727	2901	92
1728	2903	90
1729	2904	88
1730	2906	87
1731	2907	85
1732	2910	83
1733	2911	82
1734	2913	80
1735	2915	78
1736	2917	77
1737	2920	75
1738	2922	73
1739	2924	72
1740	2926	70
1741	2929	68
1742	2931	67
1743	2933	65
1744	2935	63
1745	2938	62
1746	2941	60
1747	2942	58
1748	2945	57
1749	2947	55
1750	2949	53
1751	2951	52
1752	2953	50
1753	2955	48
1754	2958	47
1755	2961	45
1756	2962	43
1757	2964	42
1758	2965	40
1759	2967	38
1760	2969	37
1761	2970	35
1762	2973	33
1763	2974	32
1764	2976	30
1765	2978	28
1766	2980	26
1767	2982	25
1768	2984	23
1769	2986	21
1770	2987	20
1771	2988	18
1772	2991	16
1773	2993	15
1774	2995	13
1775	2997	11
1776	2999	10
1777	3001	8
1778	3002	6
1779	3003	5
1780	3004	3
1781	3005	1
1782	3007	0
